source_file,report_date,fund_code,fund_desc,prog1_code,prog1_desc,prog2_code,prog2_desc,resp1_code,resp1_desc,resp2_code,resp2_desc,item_group_code,item_group_desc,item_code,item_desc,expenses,commitments,budget,available_budget
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,PREMIER SUPPORT STAFF,O007,PREMIER SUPPORT STAFF,R003,PREMIER SUPPORT STAFF,R004,PREMIER,I003,COMPENSATION OF EMPLOYEES,I007,S&W:BASIC SALARY (RES),475094.1,0.0,4058000.0,3582905.9
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,PREMIER SUPPORT STAFF,O007,PREMIER SUPPORT STAFF,R003,PREMIER SUPPORT STAFF,R004,PREMIER,I003,COMPENSATION OF EMPLOYEES,I008,S&W:NON PENSIONABLE ALL OTH(RES,186766.72,0.0,1642000.0,1455233.28
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,PREMIER SUPPORT STAFF,O007,PREMIER SUPPORT STAFF,R003,PREMIER SUPPORT STAFF,R004,PREMIER,I003,COMPENSATION OF EMPLOYEES,I008,S&W:SERVICE BONUS (RES),0.0,0.0,117000.0,117000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,PREMIER SUPPORT STAFF,O007,PREMIER SUPPORT STAFF,R003,PREMIER SUPPORT STAFF,R004,PREMIER,I003,COMPENSATION OF EMPLOYEES,I008,EMPL CONTR:BARGAIN COUNCIL(RES),33.92,0.0,300.0,266.08
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,PREMIER SUPPORT STAFF,O007,PREMIER SUPPORT STAFF,R003,PREMIER SUPPORT STAFF,R004,PREMIER,I003,COMPENSATION OF EMPLOYEES,I008,EMPL CONTR:PENSION (RES),29650.05,0.0,341700.0,312049.95
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,PREMIER SUPPORT STAFF,O007,PREMIER SUPPORT STAFF,R003,PREMIER SUPPORT STAFF,R004,PREMIER SUPPORT STAFF,I003,COMPENSATION OF EMPLOYEES,I007,S&W:BASIC SALARY (RES),261116.6,0.0,3934000.0,3672883.4
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,PREMIER SUPPORT STAFF,O007,PREMIER SUPPORT STAFF,R003,PREMIER SUPPORT STAFF,R004,PREMIER SUPPORT STAFF,I003,COMPENSATION OF EMPLOYEES,I008,S&W:CMPNS/CIRCM (RES),16327.0,0.0,284000.0,267673.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,PREMIER SUPPORT STAFF,O007,PREMIER SUPPORT STAFF,R003,PREMIER SUPPORT STAFF,R004,PREMIER SUPPORT STAFF,I003,COMPENSATION OF EMPLOYEES,I008,S&W:OVERTIME (RES),0.0,0.0,219000.0,219000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,PREMIER SUPPORT STAFF,O007,PREMIER SUPPORT STAFF,R003,PREMIER SUPPORT STAFF,R004,PREMIER SUPPORT STAFF,I003,COMPENSATION OF EMPLOYEES,I008,S&W:NON PENSIONABLE ALL OTH(RES,90388.03,0.0,1248000.0,1157611.97
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,PREMIER SUPPORT STAFF,O007,PREMIER SUPPORT STAFF,R003,PREMIER SUPPORT STAFF,R004,PREMIER SUPPORT STAFF,I003,COMPENSATION OF EMPLOYEES,I008,S&W:SERVICE BONUS (RES),0.0,0.0,198000.0,198000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,PREMIER SUPPORT STAFF,O007,PREMIER SUPPORT STAFF,R003,PREMIER SUPPORT STAFF,R004,PREMIER SUPPORT STAFF,I003,COMPENSATION OF EMPLOYEES,I008,EMPL CONTR:BARGAIN COUNCIL(RES),101.76,0.0,1000.0,898.24
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,PREMIER SUPPORT STAFF,O007,PREMIER SUPPORT STAFF,R003,PREMIER SUPPORT STAFF,R004,PREMIER SUPPORT STAFF,I003,COMPENSATION OF EMPLOYEES,I008,EMPL CONTR:PENSION (RES),6797.95,0.0,197000.0,190202.05
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,PREMIER SUPPORT STAFF,O007,PREMIER SUPPORT STAFF,R003,PREMIER SUPPORT STAFF,R004,PREMIER SUPPORT STAFF,I003,GOODS AND SERVICES,I004,CATERING:DEPARTMENTL ACTIVITIES,6550.0,4240.0,196000.0,185210.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,PREMIER SUPPORT STAFF,O007,PREMIER SUPPORT STAFF,R003,PREMIER SUPPORT STAFF,R004,PREMIER SUPPORT STAFF,I003,GOODS AND SERVICES,I005,CONS SUPP:GIFTS AND AWARDS,0.0,0.0,613000.0,613000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,PREMIER SUPPORT STAFF,O007,PREMIER SUPPORT STAFF,R003,PREMIER SUPPORT STAFF,R004,PREMIER SUPPORT STAFF,I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,113984.98,385457.6,800000.0,300557.42
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,PREMIER SUPPORT STAFF,O007,PREMIER SUPPORT STAFF,R003,PREMIER SUPPORT STAFF,R004,PREMIER SUPPORT STAFF,I003,GOODS AND SERVICES,I007,T&S DOM:CAR RENTAL,28137.18,224836.44,400000.0,147026.38
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,PREMIER SUPPORT STAFF,O007,PREMIER SUPPORT STAFF,R003,PREMIER SUPPORT STAFF,R004,PREMIER SUPPORT STAFF,I003,GOODS AND SERVICES,I007,T&S DOM:KM ALL(OWN TRANSPORT),3391.88,0.0,29000.0,25608.12
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,PREMIER SUPPORT STAFF,O007,PREMIER SUPPORT STAFF,R003,PREMIER SUPPORT STAFF,R004,PREMIER SUPPORT STAFF,I003,GOODS AND SERVICES,I007,T&S DOM:AIR TRANSPORT,104076.12,54530.02,200000.0,41393.86
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,PREMIER SUPPORT STAFF,O007,PREMIER SUPPORT STAFF,R003,PREMIER SUPPORT STAFF,R004,PREMIER SUPPORT STAFF,I003,GOODS AND SERVICES,I006,T&S FOREIGN:ACCOMMODATION,0.0,0.0,20000.0,20000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,PREMIER SUPPORT STAFF,O007,PREMIER SUPPORT STAFF,R003,PREMIER SUPPORT STAFF,R004,PREMIER SUPPORT STAFF,I003,GOODS AND SERVICES,I007,T&S FOREIGN:CAR RENTAL,0.0,0.0,20000.0,20000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,PREMIER SUPPORT STAFF,O007,PREMIER SUPPORT STAFF,R003,PREMIER SUPPORT STAFF,R004,PREMIER SUPPORT STAFF,I003,HOUSEHOLDS (HH),I005,H/H:DONATIONS & GIFTS(CASH),0.0,0.0,509000.0,509000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,OFFICE OF THE DIRECTOR GENERAL,I003,COMPENSATION OF EMPLOYEES,I007,S&W:BASIC SALARY (RES),802412.1,0.0,4752000.0,3949587.9
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,OFFICE OF THE DIRECTOR GENERAL,I003,COMPENSATION OF EMPLOYEES,I008,S&W:CMPNS/CIRCM (RES),7068.4,0.0,43000.0,35931.6
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,OFFICE OF THE DIRECTOR GENERAL,I003,COMPENSATION OF EMPLOYEES,I008,S&W:NON PENSIONABLE ALL OTH(RES,154970.14,0.0,920000.0,765029.86
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,OFFICE OF THE DIRECTOR GENERAL,I003,COMPENSATION OF EMPLOYEES,I008,S&W:SERVICE BONUS (RES),148867.95,0.0,396000.0,247132.05
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,OFFICE OF THE DIRECTOR GENERAL,I003,COMPENSATION OF EMPLOYEES,I008,EMPL CONTR:BARGAIN COUNCIL(RES),84.8,0.0,700.0,615.2
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,OFFICE OF THE DIRECTOR GENERAL,I003,COMPENSATION OF EMPLOYEES,I008,EMPL CONTR:MEDICAL (RES),4028.0,0.0,46000.0,41972.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,OFFICE OF THE DIRECTOR GENERAL,I003,COMPENSATION OF EMPLOYEES,I008,EMPL CONTR:PENSION (RES),51648.86,0.0,618000.0,566351.14
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,OFFICE OF THE DIRECTOR GENERAL,I003,GOODS AND SERVICES,I004,CATERING:DEPARTMENTL ACTIVITIES,0.0,0.0,249000.0,249000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,OFFICE OF THE DIRECTOR GENERAL,I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,0.0,171000.0,171000.0,0.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,OFFICE OF THE DIRECTOR GENERAL,I003,GOODS AND SERVICES,I007,T&S DOM:SPECIAL DAILY ALLOWNC,0.0,0.0,12000.0,12000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,OFFICE OF THE DIRECTOR GENERAL,I003,GOODS AND SERVICES,I006,T&S DOM:INCIDENTAL COST,0.0,0.0,12000.0,12000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,OFFICE OF THE DIRECTOR GENERAL,I003,GOODS AND SERVICES,I007,T&S DOM:CAR RENTAL,0.0,6610.0,35000.0,28390.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,OFFICE OF THE DIRECTOR GENERAL,I003,GOODS AND SERVICES,I007,T&S DOM:KM ALL(OWN TRANSPORT),0.0,0.0,125000.0,125000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,OFFICE OF THE DIRECTOR GENERAL,I003,GOODS AND SERVICES,I007,T&S DOM:AIR TRANSPORT,0.0,9791.12,61000.0,51208.88
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,INTERNAL AUDIT,I003,COMPENSATION OF EMPLOYEES,I007,S&W:BASIC SALARY (RES),487909.5,0.0,4008000.0,3520090.5
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,INTERNAL AUDIT,I003,COMPENSATION OF EMPLOYEES,I008,S&W:HOUSING ALLOWANCE (RES),17757.0,0.0,118000.0,100243.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,INTERNAL AUDIT,I003,COMPENSATION OF EMPLOYEES,I008,S&W:NON PENSIONABLE ALL OTH(RES,13984.38,0.0,354000.0,340015.62
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,INTERNAL AUDIT,I003,COMPENSATION OF EMPLOYEES,I008,S&W:SERVICE BONUS (RES),172664.25,0.0,324000.0,151335.75
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,INTERNAL AUDIT,I003,COMPENSATION OF EMPLOYEES,I008,EMPL CONTR:BARGAIN COUNCIL(RES),118.72,0.0,1000.0,881.28
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,INTERNAL AUDIT,I003,COMPENSATION OF EMPLOYEES,I008,EMPL CONTR:MEDICAL (RES),11209.75,0.0,147000.0,135790.25
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,INTERNAL AUDIT,I003,COMPENSATION OF EMPLOYEES,I008,EMPL CONTR:PENSION (RES),32255.19,0.0,505800.0,473544.81
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,INTERNAL AUDIT,I003,GOODS AND SERVICES,I004,CATERING:DEPARTMENTL ACTIVITIES,0.0,0.0,20000.0,20000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,INTERNAL AUDIT,I003,GOODS AND SERVICES,I007,EXT C/S:ICT ADV SERV:AUDITING,0.0,0.0,50000.0,50000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,INTERNAL AUDIT,I003,GOODS AND SERVICES,I005,CNS:BUS&ADV SER:AUDIT COM(N-OFF),64245.42,0.0,660000.0,595754.58
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,INTERNAL AUDIT,I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,0.0,150000.0,240000.0,90000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,INTERNAL AUDIT,I003,GOODS AND SERVICES,I007,T&S DOM:SPECIAL DAILY ALLOWNC,0.0,0.0,70000.0,70000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,INTERNAL AUDIT,I003,GOODS AND SERVICES,I006,T&S DOM:FOOD & BEVER,0.0,0.0,2000.0,2000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,INTERNAL AUDIT,I003,GOODS AND SERVICES,I006,T&S DOM:INCIDENTAL COST,0.0,0.0,2000.0,2000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,INTERNAL AUDIT,I003,GOODS AND SERVICES,I007,T&S DOM:CAR RENTAL,930.99,0.0,90000.0,89069.01
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,INTERNAL AUDIT,I003,GOODS AND SERVICES,I007,T&S DOM:KM ALL(OWN TRANSPORT),0.0,0.0,20000.0,20000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,INTERNAL AUDIT,I003,GOODS AND SERVICES,I007,T&S DOM:AIR TRANSPORT,8606.14,0.0,140000.0,131393.86
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,INTERNAL AUDIT,I003,GOODS AND SERVICES,I005,"O/P:PROF BODIES,MEMB&SUBSC FEES",0.0,0.0,40000.0,40000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,ORGANISATIONAL RISK MANAGEMENT,I003,COMPENSATION OF EMPLOYEES,I007,S&W:BASIC SALARY (RES),497965.4,0.0,2908000.0,2410034.6
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,ORGANISATIONAL RISK MANAGEMENT,I003,COMPENSATION OF EMPLOYEES,I008,S&W:HOUSING ALLOWANCE (RES),28892.0,0.0,173000.0,144108.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,ORGANISATIONAL RISK MANAGEMENT,I003,COMPENSATION OF EMPLOYEES,I008,S&W:NON PENSIONABLE ALL OTH(RES,91658.26,0.0,543000.0,451341.74
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,ORGANISATIONAL RISK MANAGEMENT,I003,COMPENSATION OF EMPLOYEES,I008,S&W:SERVICE BONUS (RES),0.0,0.0,242000.0,242000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,ORGANISATIONAL RISK MANAGEMENT,I003,COMPENSATION OF EMPLOYEES,I008,EMPL CONTR:BARGAIN COUNCIL(RES),67.84,0.0,600.0,532.16
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,ORGANISATIONAL RISK MANAGEMENT,I003,COMPENSATION OF EMPLOYEES,I008,EMPL CONTR:MEDICAL (RES),14211.0,0.0,162000.0,147789.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,ORGANISATIONAL RISK MANAGEMENT,I003,COMPENSATION OF EMPLOYEES,I008,EMPL CONTR:PENSION (RES),31495.8,0.0,377900.0,346404.2
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,ORGANISATIONAL RISK MANAGEMENT,I003,GOODS AND SERVICES,I004,CATERING:DEPARTMENTL ACTIVITIES,0.0,0.0,20000.0,20000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,ORGANISATIONAL RISK MANAGEMENT,I003,GOODS AND SERVICES,I005,CNS:BUS&ADV SER:AUDIT COM(N-OFF),18005.13,0.0,120000.0,101994.87
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,ORGANISATIONAL RISK MANAGEMENT,I003,GOODS AND SERVICES,I006,T&S DOM:ACCOMMODATION,0.0,0.0,42000.0,42000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,ORGANISATIONAL RISK MANAGEMENT,I003,GOODS AND SERVICES,I007,T&S DOM:SPECIAL DAILY ALLOWNC,0.0,0.0,4000.0,4000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,ORGANISATIONAL RISK MANAGEMENT,I003,GOODS AND SERVICES,I006,T&S DOM:INCIDENTAL COST,0.0,0.0,2000.0,2000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,ORGANISATIONAL RISK MANAGEMENT,I003,GOODS AND SERVICES,I007,T&S DOM:CAR RENTAL,0.0,0.0,7000.0,7000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,ORGANISATIONAL RISK MANAGEMENT,I003,GOODS AND SERVICES,I007,T&S DOM:KM ALL(OWN TRANSPORT),612.67,0.0,14000.0,13387.33
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,ORGANISATIONAL RISK MANAGEMENT,I003,GOODS AND SERVICES,I007,T&S DOM:AIR TRANSPORT,0.0,0.0,40000.0,40000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,ORGANISATIONAL RISK MANAGEMENT,I003,GOODS AND SERVICES,I006,T&S DOM NON EMPL:ACCOMMODATION,0.0,0.0,4000.0,4000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,ORGANISATIONAL RISK MANAGEMENT,I003,GOODS AND SERVICES,I006,T&S:DOM NON EMPL:TRANSPORT,0.0,0.0,17000.0,17000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,OFFICE OF THE DIRECTOR GENERAL,O007,OFFICE OF THE DIRECTOR GENERAL,R003,OFFICE OF THE DIRECTOR GENERAL,R004,ORGANISATIONAL RISK MANAGEMENT,I003,GOODS AND SERVICES,I005,"O/P:PROF BODIES,MEMB&SUBSC FEES",0.0,0.0,30000.0,30000.0
EXP19.05.26.pdf,2026-05-19,F002,DEPARTMENTAL APPROPRIATION,O006,FINANCIAL MANAGEMENT,O007,FINANCIAL MANAGEMENT,R003,FINANCIAL MANAGEMENT,R004,FINANCIAL ACCOUNTING,I003,COMPENSATION OF EMPLOYEES,I007,S&W:BASIC SALARY (RES),2586041.72,0.0,16197000.0,13610958.28
